source,destination,distance,avgdelay
planetlab1.cs.okstate.edu,planetlab2.unl.edu,323.96,326
planetlab-04.vt.nodes.planet-lab.org,salt.planetlab.cs.umd.edu,225.227,326
planetlab-01.vt.nodes.planet-lab.org,salt.planetlab.cs.umd.edu,225.227,326
node2.planetlab.mathcs.emory.edu,planetlab1.cs.ucla.edu,1946.8,327
node1.planetlab.mathcs.emory.edu,planetlab2.cs.ucla.edu,1946.8,327
planet3.cc.gt.atl.ga.us,planetlab2.cs.ucla.edu,1942.88,328
planet3.cc.gt.atl.ga.us,planetlab2.cs.ucla.edu,1942.88,328
planetlab1.cs.okstate.edu,planetlab2.unl.edu,323.96,329
planetlab3.cnds.jhu.edu,planetlab1.unr.edu,2283.47,329
planetlab-01.vt.nodes.planet-lab.org,salt.planetlab.cs.umd.edu,225.227,331
planetlab-01.vt.nodes.planet-lab.org,salt.planetlab.cs.umd.edu,225.227,331
pl1.cs.montana.edu,planetlab1.cs.du.edu,516.104,333
node2.planetlab.mathcs.emory.edu,planetlab2.cs.ucla.edu,1946.8,334
planet3.cc.gt.atl.ga.us,planetlab2.cs.ucla.edu,1942.88,334
planet3.cc.gt.atl.ga.us,planetlab2.cs.ucla.edu,1942.88,334
planetlab2.unl.edu,planetlab1.cs.okstate.edu,323.96,334
node1.planetlab.mathcs.emory.edu,planetlab02.cs.washington.edu,2179.38,335
planetlabtwo.ccs.neu.edu,planetlab02.cs.washington.edu,2485.17,335
planetlabone.ccs.neu.edu,planetlab2.temple.edu,270.723,336
planetlab2.unr.edu,planetlab2.temple.edu,2346.81,338
planetlab2.temple.edu,planetlabtwo.ccs.neu.edu,270.723,338
planetlab1.temple.edu,planetlab01.cs.washington.edu,2371.56,339
planetlab2.uta.edu,planetlab2.cs.uoregon.edu,1598.03,339
planetlab-04.vt.nodes.planet-lab.org,node1.planetlab.mathcs.emory.edu,322.686,339
planetlab-04.vt.nodes.planet-lab.org,node2.planetlab.mathcs.emory.edu,322.686,339
node1.planetlab.mathcs.emory.edu,planetlab-04.vt.nodes.planet-lab.org,322.686,340
planetlab2.unl.edu,planetlab1.cs.okstate.edu,323.96,340
planetlabtwo.ccs.neu.edu,planetlab1.unr.edu,2518.17,341
planetlab3.wail.wisc.edu,planetlab02.cs.washington.edu,1616.67,342
planetlab2.cs.du.edu,pl1.cs.montana.edu,516.104,343
planetlab1.unr.edu,planetlab1.cs.uml.edu,2499.26,343
node2.planetlab.mathcs.emory.edu,planetlab-04.vt.nodes.planet-lab.org,322.686,343
planet3.cc.gt.atl.ga.us,planetlab01.cs.washington.edu,2176.62,343
planet3.cc.gt.atl.ga.us,planetlab01.cs.washington.edu,2176.62,343
planetlab01.cs.washington.edu,node1.planetlab.mathcs.emory.edu,2179.38,343
planetlab1.arizona-gigapop.net,planetlab1.cs.unc.edu,1835.61,344
75-130-96-12.static.oxfr.ma.charter.com,planetlab2.unr.edu,2480.67,344
planetlab1.arizona-gigapop.net,planetlab2.temple.edu,2053.47,345
planetlabtwo.ccs.neu.edu,planetlab2.temple.edu,270.723,345
node1.planetlab.mathcs.emory.edu,planetlab02.cs.washington.edu,2179.38,347
node2.planetlab.mathcs.emory.edu,planetlab-04.vt.nodes.planet-lab.org,322.686,347
planetlab3.wail.wisc.edu,planetlab2.arizona-gigapop.net,1390.94,348
node2.planetlab.mathcs.emory.edu,planetlab2.cs.unc.edu,333.827,348
planetlab2.citadel.edu,node1.planetlab.mathcs.emory.edu,261.163,348
planetlab2.arizona-gigapop.net,planetlab1.cs.unc.edu,1835.61,348
planetlab2.unl.edu,planetlab2.cs.unc.edu,1010.64,348
planetlab-04.vt.nodes.planet-lab.org,node1.planetlab.mathcs.emory.edu,322.686,348
node2.planetlab.mathcs.emory.edu,planetlab-01.vt.nodes.planet-lab.org,322.686,348
node1.planetlab.mathcs.emory.edu,planetlab-01.vt.nodes.planet-lab.org,322.686,349
node1.planetlab.mathcs.emory.edu,planetlab1.acis.ufl.edu,308.555,350
node2.planetlab.mathcs.emory.edu,planetlab-01.vt.nodes.planet-lab.org,322.686,350
planetlab1.temple.edu,planetlab-04.vt.nodes.planet-lab.org,342.436,352
node1.planetlab.mathcs.emory.edu,planetlab02.cs.washington.edu,2179.38,353
planetlab-04.vt.nodes.planet-lab.org,node1.planetlab.mathcs.emory.edu,322.686,353
planetlab5.csee.usf.edu,planetlab2.cs.ucla.edu,2160.94,355
planetlab1.arizona-gigapop.net,planetlab3.wail.wisc.edu,1390.94,355
planetlab2.uta.edu,planetlab3.cs.uoregon.edu,1598.03,355
planet3.cc.gt.atl.ga.us,planetlab01.cs.washington.edu,2176.62,355
planet3.cc.gt.atl.ga.us,planetlab01.cs.washington.edu,2176.62,355
node2.planetlab.mathcs.emory.edu,planetlab01.cs.washington.edu,2179.38,356
node1.planetlab.mathcs.emory.edu,planetlab-04.vt.nodes.planet-lab.org,322.686,356
planet3.cc.gt.atl.ga.us,planetlab01.cs.washington.edu,2176.62,356
planet3.cc.gt.atl.ga.us,planetlab01.cs.washington.edu,2176.62,356
node2.planetlab.mathcs.emory.edu,planetlab-01.vt.nodes.planet-lab.org,322.686,356
planetlab2.citadel.edu,node2.planetlab.mathcs.emory.edu,261.163,357
node2.planetlab.mathcs.emory.edu,planetlab-04.vt.nodes.planet-lab.org,322.686,358
planetlab5.csee.usf.edu,planetlab2.cnis.nyit.edu,1012.92,359
75-130-96-12.static.oxfr.ma.charter.com,planetlab2.unr.edu,2480.67,359
planetlab02.cs.washington.edu,node2.planetlab.mathcs.emory.edu,2179.38,360
planetlab02.cs.washington.edu,node2.planetlab.mathcs.emory.edu,2179.38,360
planetlab1.unr.edu,planetlab2.temple.edu,2346.81,360
planetlab01.cs.washington.edu,node2.planetlab.mathcs.emory.edu,2179.38,361
planetlabone.ccs.neu.edu,planetlab2.unr.edu,2518.17,361
planetlab5.csee.usf.edu,planetlab3.ucsd.edu,2090.82,361
planetlab1.temple.edu,planetlab-04.vt.nodes.planet-lab.org,342.436,361
node2.planetlab.mathcs.emory.edu,planetlab02.cs.washington.edu,2179.38,361
node2.planetlab.mathcs.emory.edu,planetlab-04.vt.nodes.planet-lab.org,322.686,361
node1.planetlab.mathcs.emory.edu,planetlab-04.vt.nodes.planet-lab.org,322.686,361
planetlab1.arizona-gigapop.net,planetlab3.wail.wisc.edu,1390.94,362
planetlab1.arizona-gigapop.net,planetlab3.wail.wisc.edu,1390.94,362
planetlab-04.vt.nodes.planet-lab.org,node2.planetlab.mathcs.emory.edu,322.686,362
planetlab2.cs.pitt.edu,planetlab01.cs.washington.edu,2137.39,362
planetlab2.arizona-gigapop.net,planetlab3.wail.wisc.edu,1390.94,362
planetlab1.temple.edu,planetlab-04.vt.nodes.planet-lab.org,342.436,363
planetlab5.csee.usf.edu,planetlab1.temple.edu,921.877,364
planetlab2.acis.ufl.edu,planetlab1.arizona-gigapop.net,1703.38,364
planetlab2.citadel.edu,node2.planetlab.mathcs.emory.edu,261.163,364
node1.planetlab.mathcs.emory.edu,planetlab-04.vt.nodes.planet-lab.org,322.686,364
planetlab1.ucsd.edu,planetlab1.arizona-gigapop.net,368.903,365
pl2.cs.unm.edu,node2.planetlab.mathcs.emory.edu,1272.71,366
planetlab1.temple.edu,planetlab-04.vt.nodes.planet-lab.org,342.436,366
planetlab02.cs.washington.edu,node1.planetlab.mathcs.emory.edu,2179.38,367
planetlab01.cs.washington.edu,node2.planetlab.mathcs.emory.edu,2179.38,368
planetlab1.arizona-gigapop.net,planetlab-01.vt.nodes.planet-lab.org,1759.98,369
planetlab2.citadel.edu,planet3.cc.gt.atl.ga.us,264.983,369
planetlab2.citadel.edu,planet3.cc.gt.atl.ga.us,264.983,369
planetlab3.cnds.jhu.edu,planetlab1.cs.unc.edu,270.798,369
planetlab01.cs.washington.edu,node2.planetlab.mathcs.emory.edu,2179.38,370
planetlab5.csee.usf.edu,planetlab2.cs.ucla.edu,2160.94,370
planetlab2.citadel.edu,planet3.cc.gt.atl.ga.us,264.983,370
planetlab2.acis.ufl.edu,planetlab1.arizona-gigapop.net,1703.38,370
planetlab2.citadel.edu,planet3.cc.gt.atl.ga.us,264.983,370
planetlab2.uta.edu,planetlab3.cnds.jhu.edu,1230.22,370
node1.planetlab.mathcs.emory.edu,planetlab-01.vt.nodes.planet-lab.org,322.686,370
planetlabtwo.ccs.neu.edu,planetlab2.unr.edu,2518.17,370
pl2.cs.unm.edu,75-130-96-12.static.oxfr.ma.charter.com,1929.31,371
planetlab1.unr.edu,planetlab1.temple.edu,2346.81,371
planet3.cc.gt.atl.ga.us,planetlab2.cnis.nyit.edu,765.866,373
planet3.cc.gt.atl.ga.us,planetlab2.cnis.nyit.edu,765.866,373
75-130-96-12.static.oxfr.ma.charter.com,planetlab1.unr.edu,2480.67,375
planetlab1.temple.edu,planetlab-01.vt.nodes.planet-lab.org,342.436,375
pl2.cs.unm.edu,node2.planetlab.mathcs.emory.edu,1272.71,376
planetlab1.arizona-gigapop.net,planetlab3.wail.wisc.edu,1390.94,376
planetlab1.temple.edu,planetlab-01.vt.nodes.planet-lab.org,342.436,376
planetlab1.arizona-gigapop.net,planetlab3.ucsd.edu,368.903,376
planetlab1.cs.ucla.edu,planetlab2.cs.du.edu,838.534,377
planetlab01.cs.washington.edu,planetlab4.cs.uoregon.edu,252.225,377
planetlab3.wail.wisc.edu,planetlab2.arizona-gigapop.net,1390.94,378
pl1.cs.montana.edu,planetlab2.cs.du.edu,516.104,378
planetlab1.cs.unc.edu,node1.planetlab.mathcs.emory.edu,333.827,378
planetlab2.arizona-gigapop.net,planetlab3.ucsd.edu,368.903,379
planetlab2.arizona-gigapop.net,planetlab3.wail.wisc.edu,1390.94,379
75-130-96-12.static.oxfr.ma.charter.com,planetlab1.unr.edu,2480.67,381
planetlab5.csee.usf.edu,planetlab2.temple.edu,921.877,381
pl1.cs.montana.edu,planetlab1.unr.edu,614.077,381
pl1.cs.montana.edu,planetlab1.unr.edu,614.077,381
planetlab1.cs.ucla.edu,planetlab4.cs.uoregon.edu,731.704,381
planetlab1.cs.unc.edu,node1.planetlab.mathcs.emory.edu,333.827,381
pl1.cs.montana.edu,planetlab2.unr.edu,614.077,382
planetlab1.arizona-gigapop.net,planetlab-01.vt.nodes.planet-lab.org,1759.98,382
planet3.cc.gt.atl.ga.us,planetlab5.csee.usf.edu,412.204,382
planet3.cc.gt.atl.ga.us,planetlab5.csee.usf.edu,412.204,382
planet3.cc.gt.atl.ga.us,planetlab5.csee.usf.edu,412.204,383
planet3.cc.gt.atl.ga.us,planetlab5.csee.usf.edu,412.204,383
planetlab1.arizona-gigapop.net,planetlab-01.vt.nodes.planet-lab.org,1759.98,383
planetlab1.ucsd.edu,planetlab2.cs.ucla.edu,107.845,383
planetlab1.acis.ufl.edu,planetlab5.csee.usf.edu,112.37,384
planetlab1.arizona-gigapop.net,planetlab2.cs.du.edu,613.476,384
planetlab1.arizona-gigapop.net,planetlab2.cs.du.edu,613.476,385
planetlab2.cs.pitt.edu,planetlab2.cnis.nyit.edu,337.753,387
planetlab1.cs.ucla.edu,planetlab2.unr.edu,385.402,387
planet3.cc.gt.atl.ga.us,planetlab5.csee.usf.edu,412.204,389
planet3.cc.gt.atl.ga.us,planetlab5.csee.usf.edu,412.204,389
planetlab1.temple.edu,planetlab1.unr.edu,2346.81,390
planetlab1.arizona-gigapop.net,planetlab3.wail.wisc.edu,1390.94,390
planetlab2.citadel.edu,node1.planetlab.mathcs.emory.edu,261.163,390
planetlab1.arizona-gigapop.net,planetlab2.temple.edu,2053.47,390
planetlab2.unr.edu,75-130-96-12.static.oxfr.ma.charter.com,2480.67,390
planetlab2.cs.pitt.edu,planetlab02.cs.washington.edu,2137.39,391
pl3.cs.unm.edu,node2.planetlab.mathcs.emory.edu,1272.71,391
planetlab1.cs.unc.edu,node2.planetlab.mathcs.emory.edu,333.827,393
planetlab2.unr.edu,75-130-96-12.static.oxfr.ma.charter.com,2480.67,393
planetlab1.cs.unc.edu,node2.planetlab.mathcs.emory.edu,333.827,395
planetlab1.unr.edu,planetlab1.temple.edu,2346.81,396
planetlab1.unr.edu,75-130-96-12.static.oxfr.ma.charter.com,2480.67,396
planet3.cc.gt.atl.ga.us,planetlab5.csee.usf.edu,412.204,397
planet3.cc.gt.atl.ga.us,planetlab5.csee.usf.edu,412.204,397
planetlab-04.vt.nodes.planet-lab.org,planetlab1.temple.edu,342.436,397
pl3.cs.unm.edu,planetlab1.cs.uml.edu,1955.47,397
planet3.cc.gt.atl.ga.us,planetlab5.csee.usf.edu,412.204,398
planet3.cc.gt.atl.ga.us,planetlab5.csee.usf.edu,412.204,398
planetlab1.cs.du.edu,planetlab1.cs.ucla.edu,838.534,398
planetlab1.cs.du.edu,ebb.colgate.edu,1536.1,398
planetlab2.uta.edu,planetlab3.cs.uoregon.edu,1598.03,398
planetlabtwo.ccs.neu.edu,planetlab2.temple.edu,270.723,400
planetlab2.unr.edu,pl1.cs.montana.edu,614.077,400
planetlab5.csee.usf.edu,node2.planetlab.mathcs.emory.edu,411.823,401
planetlab2.unr.edu,pl1.cs.montana.edu,614.077,401
planetlab2.unr.edu,75-130-96-12.static.oxfr.ma.charter.com,2480.67,401
planetlab2.arizona-gigapop.net,planetlab2.temple.edu,2053.47,402
planetlab2.unr.edu,pl1.cs.montana.edu,614.077,402
planetlab2.unr.edu,75-130-96-12.static.oxfr.ma.charter.com,2480.67,402
planetlab2.acis.ufl.edu,planetlab2.arizona-gigapop.net,1703.38,402
node1.planetlab.mathcs.emory.edu,planetlab5.csee.usf.edu,411.823,403
planetlab2.acis.ufl.edu,planetlab2.arizona-gigapop.net,1703.38,403
planetlab2.arizona-gigapop.net,planetlab1.temple.edu,2053.47,403
planetlab2.uta.edu,planetlab2.unl.edu,558.159,403
planetlab3.cnds.jhu.edu,planetlab2.unl.edu,1063.65,403
planetlab2.citadel.edu,node1.planetlab.mathcs.emory.edu,261.163,404
planetlab2.uta.edu,planetlab2.unl.edu,558.159,404
planetlab1.unr.edu,75-130-96-12.static.oxfr.ma.charter.com,2480.67,404
planetlab1.ucsd.edu,planetlab3.eecs.umich.edu,1932.73,404
planetlab3.wail.wisc.edu,planetlab01.cs.washington.edu,1616.67,404
planetlab-04.vt.nodes.planet-lab.org,planetlab1.temple.edu,342.436,405
planetlab2.unr.edu,75-130-96-12.static.oxfr.ma.charter.com,2480.67,406
planetlab1.ucsd.edu,planet3.cc.gt.atl.ga.us,1888.91,407
planetlab1.ucsd.edu,planet3.cc.gt.atl.ga.us,1888.91,407
planetlab2.arizona-gigapop.net,planetlab-04.vt.nodes.planet-lab.org,1759.98,408
planetlab1.arizona-gigapop.net,planetlab1.cs.du.edu,613.476,409
planetlab2.uta.edu,planetlab2.unl.edu,558.159,409
planetlab1.unr.edu,pl1.cs.montana.edu,614.077,410
planetlab1.cs.ucla.edu,planetlab2.cs.du.edu,838.534,411
planetlab2.unr.edu,pl1.cs.montana.edu,614.077,411
planetlab3.eecs.umich.edu,planetlab1.ucsd.edu,1932.73,411
planet3.cc.gt.atl.ga.us,planetlab2.cs.pitt.edu,509.245,411
planet3.cc.gt.atl.ga.us,planetlab2.cs.pitt.edu,509.245,411
planetlab1.ucsd.edu,planetlab3.eecs.umich.edu,1932.73,411
planetlab2.unr.edu,pl1.cs.montana.edu,614.077,412
ebb.colgate.edu,planetlab3.wail.wisc.edu,699.976,412
planetlab1.ucsd.edu,planetlab3.eecs.umich.edu,1932.73,412
planetlab2.arizona-gigapop.net,planetlab-01.vt.nodes.planet-lab.org,1759.98,412
planetlab5.csee.usf.edu,node2.planetlab.mathcs.emory.edu,411.823,414
planetlab2.arizona-gigapop.net,planetlab-01.vt.nodes.planet-lab.org,1759.98,414
planetlab1.arizona-gigapop.net,planetlab1.cs.du.edu,613.476,415
planetlab2.unl.edu,planetlab2.uta.edu,558.159,415
planetlab01.cs.washington.edu,planetlab3.wail.wisc.edu,1616.67,415
planetlab02.cs.washington.edu,planetlab3.wail.wisc.edu,1616.67,415
planetlab1.unr.edu,pl1.cs.montana.edu,614.077,416
planetlabone.ccs.neu.edu,planetlab2.unr.edu,2518.17,417
planetlab1.temple.edu,75-130-96-12.static.oxfr.ma.charter.com,235.434,420
planetlab2.unr.edu,pl1.cs.montana.edu,614.077,420
planetlab01.cs.washington.edu,planetlab3.wail.wisc.edu,1616.67,421
planetlab2.unl.edu,planetlab1.cs.ucla.edu,1277.72,422
planet3.cc.gt.atl.ga.us,planetlab-04.vt.nodes.planet-lab.org,326.092,423
planet3.cc.gt.atl.ga.us,planetlab-04.vt.nodes.planet-lab.org,326.092,423
planetlab3.eecs.umich.edu,planetlab4.cs.uoregon.edu,1967.73,424
planetlab-04.vt.nodes.planet-lab.org,planetlab2.arizona-gigapop.net,1759.98,424
planetlab01.cs.washington.edu,planetlab3.wail.wisc.edu,1616.67,424
planetlab02.cs.washington.edu,planetlab3.wail.wisc.edu,1616.67,424
planetlab1.cs.unc.edu,node1.planetlab.mathcs.emory.edu,333.827,424
planetlab1.acis.ufl.edu,planetlab1.arizona-gigapop.net,1703.38,425
planetlab2.unl.edu,planetlab1.cs.ucla.edu,1277.72,425
planet3.cc.gt.atl.ga.us,planetlab5.csee.usf.edu,412.204,427
planet3.cc.gt.atl.ga.us,planetlab5.csee.usf.edu,412.204,427
planetlab1.temple.edu,75-130-96-12.static.oxfr.ma.charter.com,235.434,428
planetlab1.arizona-gigapop.net,salt.planetlab.cs.umd.edu,1954.15,428
planetlab-04.vt.nodes.planet-lab.org,planetlab2.arizona-gigapop.net,1759.98,428
pl2.cs.unm.edu,planetlab1.cs.du.edu,331.033,429
planetlab1.temple.edu,planetlab1.unr.edu,2346.81,429
planetlab2.acis.ufl.edu,planetlab1.cs.du.edu,1456.94,429
planetlab01.cs.washington.edu,planetlab3.wail.wisc.edu,1616.67,429
planet3.cc.gt.atl.ga.us,planetlab-04.vt.nodes.planet-lab.org,326.092,430
planetlab2.arizona-gigapop.net,planetlab3.wail.wisc.edu,1390.94,430
planetlab3.wail.wisc.edu,planetlab2.arizona-gigapop.net,1390.94,430
planetlab2.temple.edu,75-130-96-12.static.oxfr.ma.charter.com,235.434,430
planetlab1.temple.edu,salt.planetlab.cs.umd.edu,117.417,430
planetlab2.arizona-gigapop.net,salt.planetlab.cs.umd.edu,1954.15,430
planet3.cc.gt.atl.ga.us,planetlab-04.vt.nodes.planet-lab.org,326.092,430
planetlab2.arizona-gigapop.net,planetlab1.cs.du.edu,613.476,431
planetlab3.eecs.umich.edu,planetlab1.ucsd.edu,1932.73,432
planetlab3.cnds.jhu.edu,planetlab2.arizona-gigapop.net,1973.98,432
planetlab2.acis.ufl.edu,planetlab2.arizona-gigapop.net,1703.38,433
planetlab02.cs.washington.edu,planetlab3.wail.wisc.edu,1616.67,433
planetlab2.cs.pitt.edu,planetlab3.cnds.jhu.edu,191.586,435
planetlab1.cs.okstate.edu,planetlab2.cs.ucla.edu,1213.96,436
planetlab2.arizona-gigapop.net,planetlab-04.vt.nodes.planet-lab.org,1759.98,438
planetlab2.arizona-gigapop.net,planetlab-04.vt.nodes.planet-lab.org,1759.98,438
planetlab3.wail.wisc.edu,planetlab1.arizona-gigapop.net,1390.94,438
planetlab2.cs.pitt.edu,salt.planetlab.cs.umd.edu,184.814,439
planetlabtwo.ccs.neu.edu,planetlab2.temple.edu,270.723,440
planet3.cc.gt.atl.ga.us,planetlab3.cnds.jhu.edu,577.963,440
planet3.cc.gt.atl.ga.us,planetlab3.cnds.jhu.edu,577.963,440
planetlab1.temple.edu,planetlab2.unr.edu,2346.81,440
planetlab1.cs.unc.edu,node1.planetlab.mathcs.emory.edu,333.827,440
planetlab-04.vt.nodes.planet-lab.org,planetlab1.arizona-gigapop.net,1759.98,441
planetlab2.cs.ucla.edu,planetlab1.cs.okstate.edu,1213.96,443
planetlab2.cs.ucla.edu,planetlab1.cs.okstate.edu,1213.96,444
planetlab2.acis.ufl.edu,planetlab5.csee.usf.edu,112.37,444
planetlab1.unr.edu,node2.planetlab.mathcs.emory.edu,1993.27,444
planetlab2.unr.edu,planetlab1.temple.edu,2346.81,444
pl3.cs.unm.edu,planetlab-01.vt.nodes.planet-lab.org,1466.68,445
planet3.cc.gt.atl.ga.us,planetlab-01.vt.nodes.planet-lab.org,326.092,446
planet3.cc.gt.atl.ga.us,planetlab-01.vt.nodes.planet-lab.org,326.092,446
planetlab1.temple.edu,planetlab2.unr.edu,2346.81,446
75-130-96-12.static.oxfr.ma.charter.com,planetlab1.temple.edu,235.434,447
planetlab-04.vt.nodes.planet-lab.org,planetlab1.arizona-gigapop.net,1759.98,447
planet3.cc.gt.atl.ga.us,planetlab-01.vt.nodes.planet-lab.org,326.092,448
planet3.cc.gt.atl.ga.us,planetlab-01.vt.nodes.planet-lab.org,326.092,448
planetlab3.eecs.umich.edu,planetlab3.cs.uoregon.edu,1967.73,448
planetlab1.unr.edu,planetlab2.temple.edu,2346.81,448
planet3.cc.gt.atl.ga.us,planetlab1.unr.edu,1989.75,448
planet3.cc.gt.atl.ga.us,planetlab1.unr.edu,1989.75,448
planetlab2.cs.pitt.edu,planetlab2.unr.edu,2093.1,449
planetlab1.acis.ufl.edu,planetlab2.arizona-gigapop.net,1703.38,450
planetlab1.cs.unc.edu,planetlab2.arizona-gigapop.net,1835.61,451
node1.planetlab.mathcs.emory.edu,salt.planetlab.cs.umd.edu,545.181,451
planetlab2.unr.edu,salt.planetlab.cs.umd.edu,2271.58,453
node2.planetlab.mathcs.emory.edu,salt.planetlab.cs.umd.edu,545.181,453
planetlab1.unr.edu,node1.planetlab.mathcs.emory.edu,1993.27,453
planet3.cc.gt.atl.ga.us,planetlab-01.vt.nodes.planet-lab.org,326.092,455
planet3.cc.gt.atl.ga.us,planetlab-01.vt.nodes.planet-lab.org,326.092,455
planet3.cc.gt.atl.ga.us,planetlab1.unr.edu,1989.75,455
planet3.cc.gt.atl.ga.us,planetlab1.unr.edu,1989.75,455
planetlab1.acis.ufl.edu,planetlab2.arizona-gigapop.net,1703.38,458
planetlab1.acis.ufl.edu,planetlab1.cs.du.edu,1456.94,458
planetlab2.unr.edu,planet3.cc.gt.atl.ga.us,1989.75,459
planetlab2.acis.ufl.edu,planetlab2.unl.edu,1115.4,459
pl3.cs.unm.edu,planetlab1.cs.okstate.edu,542.71,459
planetlab2.unr.edu,planet3.cc.gt.atl.ga.us,1989.75,459
planetlab3.wail.wisc.edu,planetlab1.unr.edu,1589.14,460
planet3.cc.gt.atl.ga.us,planetlab2.unr.edu,1989.75,460
planet3.cc.gt.atl.ga.us,planetlab2.unr.edu,1989.75,460
planetlab1.acis.ufl.edu,planetlab2.arizona-gigapop.net,1703.38,460
planetlab1.acis.ufl.edu,node2.planetlab.mathcs.emory.edu,308.555,460
planetlab1.temple.edu,planetlab1.cs.uml.edu,271.31,461
node1.planetlab.mathcs.emory.edu,planetlab3.cnds.jhu.edu,574.391,461
planetlab2.cs.du.edu,planetlab2.cnis.nyit.edu,1646.66,462
planet3.cc.gt.atl.ga.us,planetlab2.unr.edu,1989.75,462
node2.planetlab.mathcs.emory.edu,planetlab3.cnds.jhu.edu,574.391,462
planet3.cc.gt.atl.ga.us,planetlab2.unr.edu,1989.75,462
planetlab3.wail.wisc.edu,planetlab2.unr.edu,1589.14,463
planetlab1.cs.du.edu,planetlab2.arizona-gigapop.net,613.476,464
planetlab2.citadel.edu,planetlab1.arizona-gigapop.net,1799.36,465
planetlabone.ccs.neu.edu,planetlab1.cnis.nyit.edu,171.184,465
planetlab3.wail.wisc.edu,planetlab2.unr.edu,1589.14,466
planet3.cc.gt.atl.ga.us,salt.planetlab.cs.umd.edu,548.78,466
planet3.cc.gt.atl.ga.us,salt.planetlab.cs.umd.edu,548.78,466
planetlab3.eecs.umich.edu,planetlab3.cs.uoregon.edu,1967.73,466
planetlab2.unl.edu,planetlab2.cs.pitt.edu,874.778,467
planetlab3.eecs.umich.edu,planetlab4.cs.uoregon.edu,1967.73,468
node2.planetlab.mathcs.emory.edu,planetlab1.unr.edu,1993.27,469
planet3.cc.gt.atl.ga.us,planetlab5.csee.usf.edu,412.204,470
planetlab2.temple.edu,planetlab-01.vt.nodes.planet-lab.org,342.436,470
pl2.cs.unm.edu,75-130-96-12.static.oxfr.ma.charter.com,1929.31,470
planetlab1.acis.ufl.edu,planetlab1.cs.unc.edu,470.121,470
planetlab2.cs.du.edu,planetlab3.cnds.jhu.edu,1505.97,470
planet3.cc.gt.atl.ga.us,planetlab5.csee.usf.edu,412.204,470
planetlab1.temple.edu,planetlab1.unr.edu,2346.81,471
planetlab1.cs.okstate.edu,planetlab2.cs.uoregon.edu,1471.11,471
planetlab2.cs.pitt.edu,planetlab3.cnds.jhu.edu,191.586,471
node1.planetlab.mathcs.emory.edu,salt.planetlab.cs.umd.edu,545.181,471
node1.planetlab.mathcs.emory.edu,planetlab2.unr.edu,1993.27,472
planetlab02.cs.washington.edu,pl3.cs.unm.edu,1184.83,472
node2.planetlab.mathcs.emory.edu,salt.planetlab.cs.umd.edu,545.181,473
planetlab1.ucsd.edu,node2.planetlab.mathcs.emory.edu,1892.9,473
planetlab2.cs.du.edu,planetlab1.cs.ucla.edu,838.534,474
planetlab1.cs.unc.edu,planetlab2.cs.pitt.edu,304.384,476
planetlab2.cs.pitt.edu,planetlab1.unr.edu,2093.1,477
planetlab3.eecs.umich.edu,planetlab2.cs.uoregon.edu,1967.73,477
node2.planetlab.mathcs.emory.edu,planetlab2.unr.edu,1993.27,478
planet3.cc.gt.atl.ga.us,planetlab3.cnds.jhu.edu,577.963,478
planet3.cc.gt.atl.ga.us,planetlab3.cnds.jhu.edu,577.963,478
planetlab1.acis.ufl.edu,planetlab2.unl.edu,1115.4,479
planetlab1.acis.ufl.edu,planetlab2.uta.edu,901.435,480
planetlab1.cs.du.edu,planetlab2.cs.ucla.edu,838.534,480
planet3.cc.gt.atl.ga.us,planetlab1.ucsd.edu,1888.91,481
planet3.cc.gt.atl.ga.us,planetlab1.ucsd.edu,1888.91,481
planet3.cc.gt.atl.ga.us,planetlab1.unr.edu,1989.75,481
planet3.cc.gt.atl.ga.us,planetlab1.unr.edu,1989.75,481
planetlabone.ccs.neu.edu,planetlab2.cnis.nyit.edu,171.184,481
ebb.colgate.edu,planet3.cc.gt.atl.ga.us,787.204,482
ebb.colgate.edu,planet3.cc.gt.atl.ga.us,787.204,482
planetlab2.acis.ufl.edu,planetlab2.arizona-gigapop.net,1703.38,482
planetlab4.cs.uoregon.edu,planetlab2.uta.edu,1598.03,482
planetlab3.cnds.jhu.edu,planetlab1.temple.edu,88.9667,482
planetlab1.temple.edu,planetlab2.arizona-gigapop.net,2053.47,482
planetlab2.acis.ufl.edu,planetlab1.cs.uml.edu,1082.48,483
planetlab1.cs.du.edu,planetlab1.cs.unc.edu,1433.75,483
planetlab2.unr.edu,planetlab3.cnds.jhu.edu,2283.47,483
planetlab1.cs.du.edu,planetlab1.cs.unc.edu,1433.75,484
planetlab02.cs.washington.edu,pl3.cs.unm.edu,1184.83,485
planet3.cc.gt.atl.ga.us,planetlab2.unr.edu,1989.75,485
planet3.cc.gt.atl.ga.us,planetlab2.unr.edu,1989.75,485
planetlab2.temple.edu,planetlab3.cnds.jhu.edu,88.9667,485
planetlab1.temple.edu,node2.planetlab.mathcs.emory.edu,662.495,486
planetlab2.acis.ufl.edu,planetlab1.ucsd.edu,2067.33,486
planet3.cc.gt.atl.ga.us,planetlab-01.vt.nodes.planet-lab.org,326.092,487
planet3.cc.gt.atl.ga.us,planetlab-01.vt.nodes.planet-lab.org,326.092,487
planetlab2.arizona-gigapop.net,planetlab1.cs.du.edu,613.476,487
planetlab1.cs.du.edu,planetlab2.arizona-gigapop.net,613.476,487
